quote,author,tags,tags_str,combined
"Do you think I am an automaton? â€” a machine without feelings? and can bear to have my morsel of bread snatched from my lips, and my drop of living water dashed from my cup? Do you think, because I am poor, obscure, plain, and little, I am soulless and heartless? You think wrong! â€” I have as much soul as you â€” and full as much heart! And if God had gifted me with some beauty and much wealth, I should have made it as hard for you to leave me, as it is now for me to leave you. I am not talking to you now through the medium of custom, conventionalities, nor even of mortal flesh: it is my spirit that addresses your spirit; just as if both had passed through the grave, and we stood at God's feet, equal â€” as we are!",Charlotte BrontÃ«,[],none,"Quote: ""Do you think I am an automaton? â€” a machine without feelings? and can bear to have my morsel of bread snatched from my lips, and my drop of living water dashed from my cup? Do you think, because I am poor, obscure, plain, and little, I am soulless and heartless? You think wrong! â€” I have as much soul as you â€” and full as much heart! And if God had gifted me with some beauty and much wealth, I should have made it as hard for you to leave me, as it is now for me to leave you. I am not talking to you now through the medium of custom, conventionalities, nor even of mortal flesh: it is my spirit that addresses your spirit; just as if both had passed through the grave, and we stood at God's feet, equal â€” as we are!"" by Charlotte BrontÃ«. Tags: none"
"Begin at the beginning,"" the King said, very gravely, ""and go on till you come to the end: then stop.",Lewis Carroll,[],none,"Quote: ""Begin at the beginning,"" the King said, very gravely, ""and go on till you come to the end: then stop."" by Lewis Carroll. Tags: none"
It always shocked me when I realized that I wasnâ€™t the only person in the world who thought and felt such strange and awful things.,John Green,[],none,"Quote: ""It always shocked me when I realized that I wasnâ€™t the only person in the world who thought and felt such strange and awful things."" by John Green. Tags: none"
"Can I help you with something?""Clary turned instant traitor against her gender. ""Those girls on the other side of the car are staring at you.""Jace assumed an air of mellow gratification. ""Of course they are,"" he said, ""I am stunningly attractive.",Cassandra Clare,[],none,"Quote: ""Can I help you with something?""Clary turned instant traitor against her gender. ""Those girls on the other side of the car are staring at you.""Jace assumed an air of mellow gratification. ""Of course they are,"" he said, ""I am stunningly attractive."" by Cassandra Clare. Tags: none"
"If you go home with somebody, and they don't have books, don't fuck 'em!",John Waters,[],none,"Quote: ""If you go home with somebody, and they don't have books, don't fuck 'em!"" by John Waters. Tags: none"
Some people have lives; some people have music.,John Green,[],none,"Quote: ""Some people have lives; some people have music."" by John Green. Tags: none"
"Finnick?"" I say, ""Maybe some pants?""He looks down at his legs as if noticing his outfit for the first time. Then he whips off his hospital gown leaving him in just his underwear. ""Why? Do you find this"" -- he strikes a ridiculously provocative pose -- ""distracting?""I laugh. Boggs looks embarrassed and Finnick looks more like the guy I met at the Quarter Quell",Suzanne Collins,[],none,"Quote: ""Finnick?"" I say, ""Maybe some pants?""He looks down at his legs as if noticing his outfit for the first time. Then he whips off his hospital gown leaving him in just his underwear. ""Why? Do you find this"" -- he strikes a ridiculously provocative pose -- ""distracting?""I laugh. Boggs looks embarrassed and Finnick looks more like the guy I met at the Quarter Quell"" by Suzanne Collins. Tags: none"
The journey of a thousand miles begins with a single step.,Lao Tzu,[],none,"Quote: ""The journey of a thousand miles begins with a single step."" by Lao Tzu. Tags: none"
"Be patient toward all that is unsolved in your heart and try to love the questions themselves, like locked rooms and like books that are now written in a very foreign tongue. Do not now seek the answers, which cannot be given you because you would not be able to live them. And the point is, to live everything. Live the questions now. Perhaps you will then gradually, without noticing it, live along some distant day into the answer.",Rainer Maria Rilke,[],none,"Quote: ""Be patient toward all that is unsolved in your heart and try to love the questions themselves, like locked rooms and like books that are now written in a very foreign tongue. Do not now seek the answers, which cannot be given you because you would not be able to live them. And the point is, to live everything. Live the questions now. Perhaps you will then gradually, without noticing it, live along some distant day into the answer."" by Rainer Maria Rilke. Tags: none"
We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.,C.S. Lewis,[],none,"Quote: ""We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be."" by C.S. Lewis. Tags: none"
What you must understand about me is that Iâ€™m a deeply unhappy person.,John Green,[],none,"Quote: ""What you must understand about me is that Iâ€™m a deeply unhappy person."" by John Green. Tags: none"
"People think dreams aren't real just because they aren't made of matter, of particles. Dreams are real. But they are made of viewpoints, of images, of memories and puns and lost hopes.",Neil Gaiman,[],none,"Quote: ""People think dreams aren't real just because they aren't made of matter, of particles. Dreams are real. But they are made of viewpoints, of images, of memories and puns and lost hopes."" by Neil Gaiman. Tags: none"
"Tell the truth, or someone will tell it for you.",Stephanie Klein,[],none,"Quote: ""Tell the truth, or someone will tell it for you."" by Stephanie Klein. Tags: none"
"If you like her, if she makes you happy, and if you feel like you know her---then don't let her go.",Nicholas Sparks,[],none,"Quote: ""If you like her, if she makes you happy, and if you feel like you know her---then don't let her go."" by Nicholas Sparks. Tags: none"
"Rather than love, than money, than fame, give me truth.",Henry David Thoreau,[],none,"Quote: ""Rather than love, than money, than fame, give me truth."" by Henry David Thoreau. Tags: none"
"No person is your friend who demands your silence, or denies your right to grow.",Alice Walker,[],none,"Quote: ""No person is your friend who demands your silence, or denies your right to grow."" by Alice Walker. Tags: none"
We live for books.,Umberto Eco,[],none,"Quote: ""We live for books."" by Umberto Eco. Tags: none"
"Fantasy is escapist, and that is its glory. If a soldier is imprisioned by the enemy, don't we consider it his duty to escape?. . .If we value the freedom of mind and soul, if we're partisans of liberty, then it's our plain duty to escape, and to take as many people with us as we can!",J.R.R. Tolkien,[],none,"Quote: ""Fantasy is escapist, and that is its glory. If a soldier is imprisioned by the enemy, don't we consider it his duty to escape?. . .If we value the freedom of mind and soul, if we're partisans of liberty, then it's our plain duty to escape, and to take as many people with us as we can!"" by J.R.R. Tolkien. Tags: none"
"The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.",Kalu Ndukwe Kalu,[],none,"Quote: ""The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy."" by Kalu Ndukwe Kalu. Tags: none"
